N,P,K,Temparature,Humidity,Crop,Moisture,Soil Type,Fertilizer Name
18,22,0,33.34,55.54,Millets,24.95,Loamy,10-26-26
22,20,0,28.36,53.52,Barley,39.93,Sandy,28-28
20,22,2,30.1,74.95,Sugarcane,61.83,Sandy,Urea
5,27,8,28.07,60.67,Wheat,37.38,Clayey,20-20
14,8,4,27.75,63.56,Tobacco,36.82,Black,DAP
20,23,1,30.96,49.06,Maize,48.58,Red,10-26-26
11,32,9,34.57,67.12,Barley,53.8,Loamy,Urea
22,25,0,24.58,66.09,Millets,47.42,Clayey,Urea
27,22,4,25.28,48.9,Millets,53.75,Loamy,10-26-26
15,12,3,21.29,52.95,Oil seeds,54.28,Black,28-28
13,37,3,34.65,67.45,Pulses,27.77,Clayey,DAP
41,0,0,32.71,63.72,Barley,42.47,Red,DAP
44,4,0,31.56,58.38,Maize,47.62,Red,10-26-26
36,0,2,29.88,57.23,Maize,30.93,Red,DAP
40,1,0,29.61,74.1,Tobacco,58.36,Clayey,10-26-26
24,25,0,27.26,59.75,Sugarcane,46.54,Black,28-28
20,20,0,31.1,59.38,Millets,64.58,Black,20-20
19,15,13,27.62,42.65,Ground Nuts,34.2,Red,DAP
17,40,0,23.39,51.7,Sugarcane,38.58,Sandy,Urea
8,41,0,30.76,65.37,Wheat,56.76,Black,14-35-14
16,43,1,27.59,52.68,Tobacco,22.3,Black,17-17-17
7,14,0,29.22,56.15,Paddy,58.3,Clayey,17-17-17
12,14,0,29,51.21,Barley,32.58,Sandy,Urea
12,12,4,29.99,59.24,Paddy,41.71,Loamy,Urea
3,13,19,30.55,55.03,Sugarcane,34.97,Sandy,17-17-17
25,26,0,28.25,51.77,Sugarcane,37.97,Loamy,10-26-26
12,5,1,21.43,41.07,Tobacco,57.57,Red,14-35-14
22,19,0,22.87,46.84,Oil seeds,31.51,Sandy,20-20
24,15,3,37.21,59.96,Paddy,69.61,Loamy,10-26-26
8,29,11,32.81,69.92,Pulses,24.3,Clayey,DAP
10,39,0,26.37,67.22,Wheat,61.02,Black,20-20
8,20,12,33.72,60.97,Wheat,44.56,Sandy,20-20
12,27,5,24.53,55.6,Barley,43.85,Black,10-26-26
6,33,9,25.84,58.46,Tobacco,68.74,Loamy,20-20
33,0,4,20.28,44.28,Maize,64.04,Black,17-17-17
12,36,0,32.16,62.49,Cotton,27.24,Black,Urea
46,0,3,23.79,54.8,Oil seeds,34.58,Black,17-17-17
22,22,0,27.6,61.91,Oil seeds,38.15,Sandy,DAP
10,34,0,38.17,72.1,Oil seeds,28.01,Red,28-28
12,24,12,27.77,55.5,Wheat,48.92,Red,20-20
9,22,15,30.42,47.39,Sugarcane,30.58,Clayey,28-28
26,19,3,32.29,54.87,Pulses,41.39,Clayey,DAP
8,34,8,32.93,56.43,Ground Nuts,53.21,Black,28-28
1,15,23,22.42,43.59,Pulses,46.16,Sandy,28-28
40,0,0,23.83,55.37,Cotton,70,Clayey,Urea
18,36,1,29,67.64,Sugarcane,61.06,Black,28-28
18,39,0,24.87,60.88,Cotton,70,Black,28-28
11,31,8,40,78.73,Sugarcane,39.93,Red,17-17-17
38,3,0,26.64,60.11,Maize,29.46,Loamy,14-35-14
9,32,10,28.5,54.54,Tobacco,57.79,Loamy,Urea
35,0,0,25.4,49.86,Maize,56.53,Black,20-20
14,39,0,26.35,59.75,Cotton,53.03,Loamy,Urea
6,30,0,30.08,70.31,Pulses,42.74,Sandy,10-26-26
10,35,0,32.45,71.13,Barley,36.11,Sandy,28-28
41,0,3,26.64,54.15,Oil seeds,42.1,Clayey,10-26-26
35,3,0,26.97,51.74,Maize,34.74,Red,Urea
9,16,18,30.48,61.59,Barley,24.88,Loamy,Urea
5,24,6,28.25,54.87,Ground Nuts,56.78,Red,20-20
14,15,10,27.53,40.07,Pulses,31.84,Sandy,28-28
6,29,7,39.78,63.55,Pulses,29.54,Clayey,17-17-17
7,32,3,32.23,74.54,Wheat,32.4,Sandy,Urea
39,2,0,29.54,68.62,Pulses,31.48,Red,17-17-17
8,26,7,28.58,50.54,Cotton,54.24,Sandy,14-35-14
44,0,0,32.26,74.11,Tobacco,50.32,Clayey,DAP
10,11,0,33.95,50.1,Maize,43.41,Clayey,20-20
14,33,11,27.46,56.08,Wheat,46.59,Red,Urea
31,3,3,28.55,51.94,Millets,70,Clayey,14-35-14
25,23,2,31.04,62.08,Paddy,37.18,Black,Urea
10,14,12,35.4,62.35,Ground Nuts,43.09,Sandy,14-35-14
5,28,8,30.35,64.59,Maize,65.36,Loamy,28-28
12,5,3,23.84,40.24,Wheat,61.13,Sandy,14-35-14
17,16,0,31.09,60.88,Cotton,24.64,Sandy,Urea
41,0,0,32.89,59.55,Paddy,40.12,Sandy,28-28
12,12,12,35.21,59.99,Paddy,52.74,Loamy,28-28
42,0,0,25.58,52.45,Millets,68.83,Black,Urea
6,9,2,25.2,53.17,Paddy,48.13,Loamy,28-28
11,31,8,27.49,58.98,Wheat,48.37,Red,17-17-17
24,27,0,32.08,71.52,Maize,31.79,Black,DAP
10,29,12,26.85,59.85,Maize,50.57,Red,20-20
11,39,1,30.72,67.49,Pulses,51.07,Red,17-17-17
6,34,2,31.74,69.49,Millets,64.58,Clayey,10-26-26
7,36,4,39.11,68.35,Ground Nuts,24.92,Sandy,17-17-17
9,41,3,28.91,63.15,Pulses,33.04,Red,17-17-17
37,0,0,27.52,67.88,Tobacco,39.25,Black,14-35-14
25,22,0,25.41,59.6,Barley,47.88,Loamy,17-17-17
36,0,2,32.18,68.67,Wheat,33.89,Red,10-26-26
8,13,11,26.93,61.89,Wheat,55.88,Loamy,20-20
8,10,10,34.46,54.47,Sugarcane,58.14,Loamy,20-20
37,0,0,37.11,57.52,Oil seeds,59.83,Black,28-28
17,20,0,25.4,51.85,Barley,40.41,Clayey,10-26-26
33,1,0,23.08,56.85,Ground Nuts,34.73,Red,10-26-26
12,14,4,29.05,51.18,Millets,54.12,Black,17-17-17
45,0,0,30.88,62,Pulses,46.07,Red,Urea
25,18,0,36.5,67.29,Paddy,49.74,Loamy,20-20
43,0,2,35.86,73.75,Ground Nuts,44.57,Loamy,10-26-26
10,30,10,26.9,58.33,Tobacco,26.84,Black,28-28
34,0,0,29.43,42.85,Wheat,61.97,Clayey,10-26-26
11,38,0,23.2,42.49,Cotton,28.19,Loamy,28-28
20,19,0,37.57,63.17,Maize,70,Loamy,20-20
18,15,1,31.68,62.82,Sugarcane,43.85,Loamy,20-20
19,18,2,31.14,61.64,Oil seeds,50.47,Red,28-28
11,14,0,24.57,61.8,Wheat,37.23,Loamy,20-20
8,27,5,28.82,61.83,Tobacco,41.27,Red,14-35-14
44,0,0,34.14,52.29,Barley,37.41,Red,Urea
37,0,0,32.65,70.55,Wheat,41.48,Clayey,DAP
1,22,19,32.84,66.23,Ground Nuts,49.59,Black,14-35-14
25,18,3,29.04,61.31,Oil seeds,47.24,Loamy,DAP
36,0,1,32.43,58.32,Wheat,61.02,Sandy,14-35-14
36,0,0,34.77,69.36,Ground Nuts,44.88,Clayey,14-35-14
21,16,0,29.15,57.25,Sugarcane,55.55,Clayey,28-28
9,32,0,39.99,72.77,Paddy,49.75,Sandy,Urea
7,13,0,32.34,52.54,Paddy,32.24,Black,17-17-17
40,0,0,35.63,59.21,Sugarcane,51.58,Loamy,20-20
1,20,20,34.29,63.96,Cotton,28.02,Loamy,DAP
6,29,3,24.99,51.26,Ground Nuts,34.71,Sandy,20-20
16,38,0,25.09,62.93,Millets,34.08,Black,20-20
26,24,3,29.11,56.91,Ground Nuts,62.25,Black,10-26-26
5,32,3,30.58,61.29,Tobacco,60.2,Black,14-35-14
21,18,1,24.25,57.38,Paddy,30.23,Sandy,10-26-26
14,37,0,24.2,55.48,Barley,57.9,Black,DAP
13,9,2,20.69,57.12,Tobacco,59.85,Sandy,10-26-26
10,28,11,27.56,67.78,Millets,36.61,Red,10-26-26
27,17,0,21.97,48.06,Cotton,43.61,Loamy,Urea
22,15,0,36.42,59.37,Paddy,37.49,Red,17-17-17
16,38,0,33.72,57.94,Oil seeds,36.36,Black,DAP
14,36,0,36.86,66.97,Ground Nuts,28.44,Clayey,17-17-17
12,10,16,20.76,48.98,Tobacco,63.92,Black,20-20
37,0,0,35.38,56.76,Millets,21.51,Black,20-20
14,12,15,28.96,64.48,Oil seeds,27.52,Clayey,14-35-14
9,7,2,28.62,45.89,Cotton,61.45,Sandy,Urea
14,17,20,32.64,66.3,Ground Nuts,39.89,Black,20-20
13,18,17,35.16,73.41,Paddy,48.63,Clayey,DAP
16,17,2,23.55,54.07,Pulses,32.68,Loamy,Urea
9,4,1,27.06,59.18,Tobacco,59.42,Black,10-26-26
5,18,17,22,57.32,Tobacco,45.85,Sandy,28-28
0,18,19,31.75,57.58,Paddy,30.58,Clayey,14-35-14
10,41,0,29.11,60.77,Sugarcane,61.25,Red,28-28
27,19,0,28.85,63.24,Oil seeds,39.74,Red,28-28
4,26,4,30.29,53.7,Wheat,25.09,Loamy,DAP
7,8,0,33.04,63.52,Paddy,47.86,Black,Urea
4,17,17,21.37,53.85,Ground Nuts,26.22,Sandy,DAP
36,0,0,34.88,62.36,Pulses,57.79,Clayey,20-20
18,35,1,27.81,66.3,Cotton,59.63,Clayey,Urea
7,15,9,26.02,65.02,Barley,48.03,Loamy,Urea
6,12,0,24.9,59.13,Tobacco,55.71,Loamy,DAP
9,29,10,39.86,74.47,Barley,42.82,Red,10-26-26
24,24,0,34.01,55.99,Wheat,29.3,Sandy,28-28
39,0,0,32.69,57.68,Paddy,48.14,Loamy,10-26-26
40,1,2,31.99,47.84,Maize,39.57,Black,17-17-17
43,0,0,39.59,72.27,Wheat,42.36,Sandy,DAP
33,0,1,29.71,48.75,Tobacco,26.24,Loamy,Urea
22,22,0,32,72.09,Millets,42.61,Loamy,28-28
18,37,0,39.03,74.51,Wheat,65.94,Loamy,10-26-26
9,10,0,39.83,65.33,Cotton,33.3,Sandy,10-26-26
8,25,13,30.53,70.52,Ground Nuts,56.87,Sandy,17-17-17
4,31,12,37.44,60.97,Wheat,52.15,Red,17-17-17
40,0,3,25.65,56.93,Sugarcane,32.12,Clayey,Urea
37,0,3,28.01,69.54,Paddy,20.78,Loamy,10-26-26
16,40,4,27.33,52.91,Maize,29.81,Loamy,Urea
41,2,0,27,54.79,Tobacco,41.03,Loamy,28-28
34,4,0,28.27,45.54,Millets,63.35,Loamy,10-26-26
44,4,0,39.37,73.58,Barley,47.49,Sandy,14-35-14
40,2,1,29.14,54.24,Oil seeds,24.55,Black,DAP
10,18,4,31.76,43.24,Barley,56.29,Clayey,20-20
11,36,0,27.27,59.89,Tobacco,20,Sandy,10-26-26
10,9,2,24,49.08,Millets,66.12,Red,Urea
14,34,3,34.15,67.47,Millets,27.11,Black,10-26-26
35,4,0,28.67,58.79,Pulses,59,Sandy,10-26-26
10,13,9,30.11,63.4,Oil seeds,62.56,Sandy,20-20
4,21,19,38.97,55.72,Tobacco,35.47,Black,17-17-17
33,1,4,32.02,60.85,Barley,31.09,Black,28-28
5,33,12,28.02,66.84,Paddy,58.92,Sandy,Urea
21,15,4,30.66,52.06,Cotton,46.15,Black,10-26-26
9,15,2,27.05,58.49,Ground Nuts,39.27,Sandy,28-28
38,4,1,28.21,57.07,Paddy,40.54,Sandy,17-17-17
10,17,0,25.6,45,Cotton,55.92,Red,28-28
17,31,0,29.75,61.63,Tobacco,34.96,Black,14-35-14
14,13,16,35.91,52.46,Tobacco,56.61,Sandy,28-28
36,0,2,23.45,51.03,Pulses,44.45,Black,DAP
40,1,3,35.86,70.31,Ground Nuts,54.4,Clayey,17-17-17
39,0,4,29.26,71.92,Pulses,44.23,Clayey,20-20
9,14,0,35.79,66.77,Barley,34.39,Loamy,14-35-14
17,15,1,26.49,47.23,Barley,30.23,Red,DAP
10,41,0,25.05,57.08,Tobacco,55.46,Clayey,20-20
13,37,3,32.42,54.71,Paddy,33.03,Sandy,Urea
6,33,9,39.85,60.31,Cotton,29.29,Sandy,10-26-26
13,13,16,27.87,61.38,Pulses,57.51,Red,10-26-26
40,0,0,20.76,55.99,Tobacco,62.58,Clayey,20-20
1,17,23,22.3,56.51,Tobacco,42.72,Sandy,28-28
20,14,0,32.17,55.02,Sugarcane,37.37,Sandy,10-26-26
18,18,2,32.58,58.58,Maize,34.16,Loamy,17-17-17
18,39,2,30.81,63.77,Maize,70,Red,20-20
33,1,4,32.86,59.79,Sugarcane,41.11,Clayey,10-26-26
17,12,0,28.58,56.91,Barley,45.99,Red,17-17-17
5,29,3,30.9,68.25,Wheat,36.56,Sandy,Urea
22,26,0,28.35,48.46,Millets,32.32,Clayey,28-28
17,16,0,30.44,69.49,Sugarcane,24.3,Red,28-28
22,17,0,22.26,42.14,Millets,35.5,Loamy,10-26-26
13,34,7,27.59,59.58,Barley,58.65,Sandy,DAP
23,22,0,28,41.61,Oil seeds,30.62,Red,17-17-17
34,1,0,29.15,57.67,Sugarcane,32.35,Black,10-26-26
5,18,15,31.09,62.05,Cotton,42.38,Red,17-17-17
28,20,0,20.86,49.09,Paddy,28.16,Loamy,28-28
34,4,0,34.1,57.33,Tobacco,56.67,Black,Urea
31,0,0,26.9,52.19,Cotton,33.57,Red,17-17-17
5,14,0,26.55,52.44,Ground Nuts,67.67,Black,Urea
7,15,17,26.56,57.43,Tobacco,26.53,Red,14-35-14
13,42,0,31.72,58.72,Sugarcane,70,Sandy,28-28
8,12,19,25.55,50.88,Cotton,27.55,Loamy,17-17-17
11,30,8,31.42,59.9,Millets,29.07,Black,17-17-17
19,38,0,28.24,51.23,Cotton,42.62,Red,DAP
32,0,4,30.09,46.89,Wheat,35.95,Loamy,14-35-14
38,3,2,28.94,62.47,Sugarcane,31.99,Loamy,17-17-17
17,43,0,39.33,59.27,Wheat,40.62,Clayey,10-26-26
17,14,0,29.89,55.53,Barley,32.61,Loamy,20-20
33,2,4,30.28,56.11,Pulses,40.03,Sandy,20-20
10,27,3,40,63.63,Millets,40.65,Clayey,17-17-17
18,17,0,36.4,55.11,Wheat,26.14,Red,DAP
25,18,0,27.28,47.79,Millets,29.37,Clayey,Urea
15,40,0,27.38,53.83,Maize,55.09,Red,28-28
12,35,0,29.14,64.95,Paddy,36.54,Black,17-17-17
17,37,0,32.93,62.73,Paddy,59.96,Loamy,10-26-26
8,10,0,24.71,50.55,Pulses,62.03,Red,17-17-17
12,12,14,29.94,58.85,Cotton,54.14,Sandy,DAP
26,20,3,29.48,59.59,Pulses,66.35,Black,10-26-26
15,12,2,31,51.8,Sugarcane,44.91,Sandy,20-20
12,39,3,28.55,67.66,Pulses,35.99,Loamy,20-20
6,19,15,31.06,58.49,Cotton,40.24,Black,DAP
35,0,0,23.88,52.3,Cotton,27.19,Black,DAP
12,13,3,30.3,45.03,Sugarcane,57.51,Loamy,17-17-17
25,14,1,23.43,55.73,Millets,32.02,Sandy,20-20
12,10,4,30.56,67.31,Sugarcane,36.79,Clayey,20-20
4,27,11,27.68,57.8,Wheat,70,Red,14-35-14
12,43,0,25.34,50.98,Oil seeds,53.43,Loamy,10-26-26
7,16,18,24.4,47.18,Cotton,49.55,Loamy,17-17-17
7,5,0,31.8,56.53,Barley,35.42,Loamy,14-35-14
10,11,4,22.54,58.92,Maize,51.76,Red,10-26-26
12,30,9,35.49,77.62,Ground Nuts,56.57,Clayey,20-20
19,23,1,25.05,49.33,Maize,48.69,Loamy,DAP
14,32,6,26.52,47.52,Oil seeds,49.4,Red,17-17-17
42,0,3,36.29,74.2,Paddy,54.68,Sandy,17-17-17
42,0,3,32.94,50.95,Barley,43.98,Sandy,DAP
12,38,0,27.87,49.55,Tobacco,33,Clayey,Urea
2,34,13,29.86,65.84,Barley,66.44,Red,28-28
27,20,0,30.39,54.61,Tobacco,51.82,Black,14-35-14
7,11,0,23.19,50.83,Millets,60.22,Sandy,17-17-17
12,10,2,25.12,58.07,Sugarcane,40.47,Sandy,14-35-14
7,31,6,29.41,52.87,Cotton,50.35,Black,17-17-17
37,0,0,38.48,80,Oil seeds,59.16,Red,Urea
2,17,17,25.8,57.61,Barley,40.46,Red,DAP
16,12,3,25.27,55.44,Ground Nuts,29.6,Clayey,10-26-26
10,36,9,26.56,58.48,Ground Nuts,45.6,Sandy,DAP
2,27,8,30.71,56.3,Maize,70,Black,10-26-26
12,25,12,24.99,65.8,Barley,51.83,Black,10-26-26
11,20,16,28.61,46.05,Oil seeds,42.05,Sandy,28-28
4,18,22,32.63,64.54,Ground Nuts,36.41,Clayey,28-28
30,2,3,24.98,47.19,Oil seeds,51.65,Sandy,28-28
7,15,2,27.93,46.76,Paddy,56.5,Black,28-28
17,36,2,31.01,66.62,Tobacco,62.69,Sandy,Urea
14,40,0,39.26,60.36,Maize,29.14,Loamy,17-17-17
14,9,8,31.29,59.62,Oil seeds,56.81,Sandy,17-17-17
10,32,4,32.1,50.44,Pulses,47.36,Red,Urea
45,0,3,28.35,59.56,Pulses,34.46,Red,10-26-26
39,0,0,26.57,54.52,Wheat,46.1,Black,DAP
6,28,5,40,77.35,Ground Nuts,41.55,Sandy,10-26-26
41,2,0,37.24,59.64,Ground Nuts,30.67,Red,28-28
8,10,17,28.4,57.3,Sugarcane,49.24,Clayey,DAP
18,23,0,33.83,56.31,Maize,25.41,Sandy,20-20
10,9,13,27.47,58.13,Tobacco,56.8,Black,14-35-14
17,14,13,32.01,56.9,Sugarcane,39.16,Red,20-20
39,0,1,23.69,59.77,Pulses,47.95,Clayey,DAP
9,14,0,30.22,60.34,Paddy,59.66,Black,Urea
32,0,0,25.24,46.57,Maize,36.23,Loamy,Urea
15,11,0,26.8,60.69,Wheat,60.28,Loamy,17-17-17
37,0,3,32.37,56.56,Ground Nuts,65.45,Sandy,10-26-26
13,35,0,23.86,55.45,Millets,24.43,Loamy,Urea
36,0,0,34.18,58.31,Maize,46.39,Sandy,28-28
13,43,3,39.42,76.38,Maize,57.33,Black,17-17-17
37,0,0,24.86,54.46,Millets,36.36,Clayey,Urea
14,7,17,32.95,62.26,Paddy,50.04,Sandy,28-28
22,19,0,29.78,59.94,Pulses,29.17,Sandy,17-17-17
14,11,2,27.48,60.62,Sugarcane,44.8,Black,20-20
11,38,4,36.73,71.35,Sugarcane,70,Black,Urea
13,38,0,27.49,63.32,Pulses,26.02,Red,Urea
21,23,0,30.69,59.81,Oil seeds,37.29,Loamy,Urea
40,3,0,29.14,58.46,Barley,36.98,Loamy,10-26-26
42,0,0,32.52,57.58,Maize,57.94,Clayey,17-17-17
31,3,0,23.05,52.61,Tobacco,60.11,Black,28-28
5,19,8,29.48,60.63,Ground Nuts,42.23,Clayey,17-17-17
12,38,3,25.33,53.26,Pulses,27.11,Red,10-26-26
42,0,0,26,57.01,Oil seeds,31.36,Loamy,17-17-17
38,0,0,30.09,62.9,Sugarcane,44.53,Red,17-17-17
14,32,0,27.83,53.2,Pulses,58.73,Loamy,17-17-17
13,36,2,37.81,73.97,Maize,40.95,Black,17-17-17
12,8,4,36.87,61.5,Tobacco,54.95,Loamy,17-17-17
35,0,4,30.98,66.44,Cotton,29.27,Sandy,17-17-17
38,0,2,30.41,52.79,Paddy,24.79,Red,Urea
14,10,9,35.69,58.61,Maize,58.14,Red,20-20
20,23,0,23.11,53.38,Millets,41.79,Black,17-17-17
7,4,1,23.82,59.74,Tobacco,65.58,Black,17-17-17
33,0,0,34.2,72.31,Tobacco,28.33,Black,14-35-14
13,9,0,34.22,74.96,Oil seeds,58.79,Red,28-28
41,0,4,36.98,73.11,Paddy,41.32,Clayey,28-28
9,44,0,34.68,76.53,Millets,33.78,Black,Urea
9,37,0,24.22,50.03,Barley,55.39,Clayey,20-20
8,7,1,34.25,73.29,Oil seeds,38.06,Loamy,14-35-14
1,27,8,31.43,64.88,Barley,54.37,Sandy,28-28
14,17,1,31.14,61.27,Barley,45.36,Black,17-17-17
26,18,0,24.69,54.86,Ground Nuts,47.9,Black,28-28
20,18,0,30.39,67.95,Wheat,35.69,Sandy,DAP
15,15,3,28.44,46.2,Millets,34.75,Clayey,14-35-14
1,25,23,30.6,56.63,Pulses,35.82,Black,10-26-26
12,22,12,25.64,56.54,Maize,49.67,Red,28-28
32,4,2,33.35,59.4,Pulses,66.69,Loamy,10-26-26
37,2,1,23.15,58.66,Pulses,63.44,Loamy,17-17-17
25,18,4,34.48,70.08,Pulses,59.13,Clayey,17-17-17
10,32,1,28.39,51.27,Ground Nuts,70,Clayey,17-17-17
9,27,9,39.9,73.93,Wheat,32.55,Black,17-17-17
13,31,10,32.98,58.76,Cotton,28.59,Clayey,10-26-26
12,8,18,29.66,49.78,Ground Nuts,23.81,Black,Urea
4,27,9,30.69,58.35,Ground Nuts,21.33,Black,17-17-17
35,1,3,23.98,48.21,Maize,35.49,Black,20-20
5,33,12,28.52,72.19,Tobacco,59.12,Clayey,14-35-14
12,20,9,31.01,60.4,Millets,43.04,Clayey,DAP
9,8,0,27.53,47.05,Cotton,22.75,Clayey,28-28
12,33,0,36.9,52.23,Oil seeds,24.84,Black,10-26-26
35,0,0,29.16,61.51,Sugarcane,34.35,Black,20-20
18,23,0,27.28,53.81,Ground Nuts,39.02,Sandy,DAP
14,32,2,33.4,58.26,Barley,40.56,Red,20-20
11,12,0,31.02,54.58,Barley,45.71,Red,10-26-26
26,24,0,24.23,64.12,Oil seeds,49.89,Loamy,20-20
9,11,19,21.96,40.71,Oil seeds,40.64,Clayey,20-20
44,4,4,34.33,69.34,Maize,32.53,Loamy,14-35-14
24,24,0,30.88,66.31,Maize,38.96,Clayey,20-20
9,37,0,21.52,61.31,Ground Nuts,30.52,Loamy,14-35-14
12,42,0,29.67,64.78,Barley,21,Black,Urea
33,4,1,30.52,62.11,Pulses,23.07,Black,28-28
7,46,0,26.59,52.55,Maize,41.35,Sandy,17-17-17
9,22,19,32.62,59.63,Oil seeds,50,Clayey,10-26-26
33,0,1,32.95,59.16,Cotton,69.03,Clayey,20-20
10,8,11,28.56,43.97,Tobacco,24.88,Loamy,17-17-17
10,32,9,35.74,66.71,Pulses,37.68,Sandy,DAP
12,32,0,26.35,50.4,Tobacco,53.76,Black,10-26-26
7,32,4,33.8,70.5,Cotton,42.98,Sandy,20-20
39,0,2,28.08,58.23,Tobacco,37.23,Clayey,14-35-14
20,21,1,32.56,71.98,Wheat,46.27,Loamy,14-35-14
19,16,0,29.64,49.17,Wheat,34.47,Clayey,17-17-17
5,18,16,31.55,58.9,Ground Nuts,47.7,Sandy,DAP
33,0,0,35.51,53.67,Pulses,32.47,Clayey,DAP
12,30,10,33.2,60.31,Paddy,55.18,Black,28-28
8,13,11,23.28,48.32,Paddy,43.9,Red,20-20
9,39,0,40,65.13,Barley,40.28,Loamy,Urea
8,17,16,27.91,62.4,Pulses,41.2,Red,28-28
23,18,0,23.03,49.38,Wheat,40.47,Black,10-26-26
39,4,4,25.88,54.24,Tobacco,40.43,Clayey,DAP
35,2,2,31.64,51.55,Tobacco,63.79,Loamy,28-28
7,21,12,27.32,59.41,Tobacco,44.2,Loamy,Urea
10,16,19,33.87,61.94,Cotton,45.99,Loamy,14-35-14
8,10,10,30.04,44.44,Sugarcane,43.27,Clayey,17-17-17
10,37,3,37.53,59.1,Ground Nuts,32.18,Red,14-35-14
16,27,0,33.8,60.2,Tobacco,43.21,Sandy,Urea
11,21,12,21.7,60.92,Ground Nuts,26.89,Sandy,28-28
4,32,5,31.15,63.09,Ground Nuts,30.51,Clayey,20-20
9,39,4,27.1,42.29,Paddy,35.96,Black,Urea
36,0,0,33.97,66.11,Wheat,59.93,Clayey,14-35-14
8,28,6,32.8,46.19,Maize,20,Red,DAP
30,0,0,32.16,70.3,Tobacco,57.02,Black,20-20
10,40,0,24.65,46.46,Paddy,27.78,Sandy,14-35-14
18,20,0,29.46,43.41,Wheat,40.69,Black,10-26-26
18,19,1,28.74,50.71,Tobacco,37.75,Loamy,20-20
37,3,4,40,74.62,Sugarcane,44.27,Red,14-35-14
24,24,0,28.67,61.38,Maize,48.54,Black,14-35-14
11,6,3,22.28,43.79,Maize,63.73,Clayey,28-28
36,3,4,32.21,72.67,Oil seeds,58.11,Clayey,20-20
14,35,0,27.73,61.49,Maize,20,Clayey,Urea
19,26,4,25.85,55.63,Oil seeds,47.46,Clayey,20-20
37,4,0,27.63,56.77,Cotton,28.61,Clayey,10-26-26
14,13,11,30.45,71.76,Oil seeds,45.74,Red,DAP
10,12,12,20.48,55.53,Ground Nuts,65.44,Loamy,Urea
11,39,2,34.12,58.21,Pulses,42.94,Sandy,10-26-26
0,19,17,25.45,45.61,Maize,41.12,Clayey,10-26-26
22,20,4,21.54,58.62,Paddy,46.04,Red,20-20
9,18,3,27.08,64.97,Ground Nuts,38.34,Red,Urea
39,0,3,27.06,51.6,Millets,51.94,Clayey,14-35-14
28,21,1,31.67,48.24,Paddy,38.06,Black,14-35-14
12,19,14,39.89,63.45,Barley,47.15,Sandy,17-17-17
9,14,4,22.85,56.83,Cotton,57.72,Red,28-28
3,25,12,33.18,56.59,Pulses,53.96,Black,20-20
34,1,0,32.8,44.88,Pulses,49.08,Red,DAP
18,38,3,25.71,51.75,Wheat,70,Black,14-35-14
6,29,6,37.03,70.38,Cotton,61.08,Black,Urea
7,33,7,37.68,67.03,Tobacco,20,Red,17-17-17
12,37,0,24.32,56.65,Sugarcane,22.81,Red,28-28
40,0,0,25.38,60.83,Tobacco,22.64,Clayey,DAP
24,21,0,34.73,68.13,Barley,39.85,Sandy,20-20
20,19,0,35.89,52.9,Barley,44.55,Red,20-20
16,9,3,34.17,68.22,Tobacco,31.05,Loamy,28-28
38,0,0,26.14,57.83,Maize,37.34,Sandy,14-35-14
21,18,1,34.08,62.7,Maize,32.05,Black,DAP
28,24,0,24.46,65.27,Millets,48.51,Red,20-20
35,0,0,31.49,47.25,Cotton,30.78,Loamy,17-17-17
7,13,17,25.74,52.83,Maize,35.38,Red,14-35-14
11,35,1,40,63.46,Maize,40.95,Red,Urea
7,18,15,36.68,65.54,Tobacco,46.65,Red,28-28
44,0,2,30.4,44.22,Maize,31.39,Loamy,28-28
16,8,0,26.5,57.72,Pulses,35.19,Red,28-28
18,32,0,29.16,51.64,Maize,30.31,Clayey,28-28
8,41,0,35.74,79.96,Millets,27.81,Clayey,10-26-26
25,32,0,32.83,69.35,Pulses,43.35,Red,20-20
33,0,2,32.97,44.31,Maize,46.49,Red,DAP
7,27,11,33.07,62.75,Pulses,57.16,Clayey,DAP
0,14,22,26.12,46.35,Oil seeds,49.55,Loamy,Urea
14,9,13,30.64,61.94,Pulses,52.25,Red,20-20
39,0,0,25.99,60.98,Paddy,37.81,Loamy,17-17-17
9,15,16,30.96,71.01,Oil seeds,55.69,Red,28-28
6,17,19,22.33,48.89,Tobacco,28.54,Black,DAP
9,8,2,25.13,69.36,Barley,50.28,Clayey,DAP
8,13,0,37.01,72.38,Oil seeds,44.71,Sandy,DAP
8,16,13,37.11,61.41,Maize,60.83,Sandy,14-35-14
38,3,2,30.01,67.64,Wheat,26.5,Red,28-28
7,5,0,21.44,57.52,Cotton,58.64,Black,28-28
14,16,1,30.58,53.33,Cotton,39.94,Red,28-28
6,37,0,33.31,63.71,Paddy,32.94,Loamy,14-35-14
16,11,3,32.27,66.81,Oil seeds,57.12,Red,10-26-26
42,0,0,38.18,72.68,Barley,52.23,Clayey,14-35-14
12,17,0,28.07,57.06,Oil seeds,54.6,Black,14-35-14
32,3,0,28.94,58.91,Maize,26.54,Clayey,Urea
13,40,0,28.86,52.28,Wheat,28.12,Red,10-26-26
8,17,15,30.07,62.6,Ground Nuts,54.75,Clayey,20-20
13,38,4,38.21,60.25,Barley,49.83,Black,17-17-17
39,4,0,40,80,Sugarcane,53.26,Sandy,17-17-17
26,23,4,34.24,66.72,Millets,42.15,Clayey,DAP
